Title,Year,Authors,PDF Link
"Modelling Cellular Perturbations with the Sparse Additive Mechanism Shift Variational Autoencoder",2023,"Michael Bereket, Theofanis Karaletsos",https://papers.nips.cc/paper_files/paper/2023/file/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf
